구분,질문,답변
삼전동/전세/보증금,삼전동 전세 보증금 가장비싼 높은 고액,삼전동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 73000만원 전세로 거래되었습니다.
군자동/전세/보증금,군자동 전세 보증금 가장비싼 높은 고액,군자동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40000만원 전세로 거래되었습니다.
논현동/전세/보증금,논현동 전세 보증금 가장비싼 높은 고액,논현동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 77700만원 전세로 거래되었습니다.
대방동/전세/보증금,대방동 전세 보증금 가장비싼 높은 고액,대방동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70000만원 전세로 거래되었습니다.
금호동4가/전세/보증금,금호동4가 전세 보증금 가장비싼 높은 고액,금호동4가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 103100만원 전세로 거래되었습니다.
도선동/전세/보증금,도선동 전세 보증금 가장비싼 높은 고액,도선동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 23500만원 전세로 거래되었습니다.
인의동/전세/보증금,인의동 전세 보증금 가장비싼 높은 고액,인의동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20500만원 전세로 거래되었습니다.
송파동/전세/보증금,송파동 전세 보증금 가장비싼 높은 고액,송파동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 92000만원 전세로 거래되었습니다.
상수동/전세/보증금,상수동 전세 보증금 가장비싼 높은 고액,상수동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 28000만원 전세로 거래되었습니다.
석관동/전세/보증금,석관동 전세 보증금 가장비싼 높은 고액,석관동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 65000만원 전세로 거래되었습니다.
석촌동/전세/보증금,석촌동 전세 보증금 가장비싼 높은 고액,석촌동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 39000만원 전세로 거래되었습니다.
영등포동2가/전세/보증금,영등포동2가 전세 보증금 가장비싼 높은 고액,영등포동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 전세로 거래되었습니다.
후암동/전세/보증금,후암동 전세 보증금 가장비싼 높은 고액,후암동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 49000만원 전세로 거래되었습니다.
중곡동/전세/보증금,중곡동 전세 보증금 가장비싼 높은 고액,중곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 45000만원 전세로 거래되었습니다.
신설동/전세/보증금,신설동 전세 보증금 가장비싼 높은 고액,신설동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 19000만원 전세로 거래되었습니다.
황학동/전세/보증금,황학동 전세 보증금 가장비싼 높은 고액,황학동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 53000만원 전세로 거래되었습니다.
상월곡동/전세/보증금,상월곡동 전세 보증금 가장비싼 높은 고액,상월곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 52000만원 전세로 거래되었습니다.
영등포동/전세/보증금,영등포동 전세 보증금 가장비싼 높은 고액,영등포동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 59000만원 전세로 거래되었습니다.
남가좌동/전세/보증금,남가좌동 전세 보증금 가장비싼 높은 고액,남가좌동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 75000만원 전세로 거래되었습니다.
신당동/전세/보증금,신당동 전세 보증금 가장비싼 높은 고액,신당동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 83000만원 전세로 거래되었습니다.
휘경동/전세/보증금,휘경동 전세 보증금 가장비싼 높은 고액,휘경동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 60000만원 전세로 거래되었습니다.
본동/전세/보증금,본동 전세 보증금 가장비싼 높은 고액,본동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70000만원 전세로 거래되었습니다.
신대방동/전세/보증금,신대방동 전세 보증금 가장비싼 높은 고액,신대방동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 90000만원 전세로 거래되었습니다.
용강동/전세/보증금,용강동 전세 보증금 가장비싼 높은 고액,용강동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 115000만원 전세로 거래되었습니다.
화양동/전세/보증금,화양동 전세 보증금 가장비싼 높은 고액,화양동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30500만원 전세로 거래되었습니다.
대조동/전세/보증금,대조동 전세 보증금 가장비싼 높은 고액,대조동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 41000만원 전세로 거래되었습니다.
명일동/전세/보증금,명일동 전세 보증금 가장비싼 높은 고액,명일동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 68000만원 전세로 거래되었습니다.
성수동1가/전세/보증금,성수동1가 전세 보증금 가장비싼 높은 고액,성수동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 230000만원 전세로 거래되었습니다.
염리동/전세/보증금,염리동 전세 보증금 가장비싼 높은 고액,염리동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 85000만원 전세로 거래되었습니다.
응봉동/전세/보증금,응봉동 전세 보증금 가장비싼 높은 고액,응봉동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 57000만원 전세로 거래되었습니다.
상도동/전세/보증금,상도동 전세 보증금 가장비싼 높은 고액,상도동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 98000만원 전세로 거래되었습니다.
도원동/전세/보증금,도원동 전세 보증금 가장비싼 높은 고액,도원동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 67000만원 전세로 거래되었습니다.
보광동/전세/보증금,보광동 전세 보증금 가장비싼 높은 고액,보광동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 59000만원 전세로 거래되었습니다.
능동/전세/보증금,능동 전세 보증금 가장비싼 높은 고액,능동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 22680만원 전세로 거래되었습니다.
효창동/전세/보증금,효창동 전세 보증금 가장비싼 높은 고액,효창동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 80000만원 전세로 거래되었습니다.
성수동2가/전세/보증금,성수동2가 전세 보증금 가장비싼 높은 고액,성수동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 63000만원 전세로 거래되었습니다.
대림동/전세/보증금,대림동 전세 보증금 가장비싼 높은 고액,대림동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 65000만원 전세로 거래되었습니다.
공덕동/전세/보증금,공덕동 전세 보증금 가장비싼 높은 고액,공덕동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 135000만원 전세로 거래되었습니다.
제기동/전세/보증금,제기동 전세 보증금 가장비싼 높은 고액,제기동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 45000만원 전세로 거래되었습니다.
거여동/전세/보증금,거여동 전세 보증금 가장비싼 높은 고액,거여동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 95000만원 전세로 거래되었습니다.
광장동/전세/보증금,광장동 전세 보증금 가장비싼 높은 고액,광장동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 130000만원 전세로 거래되었습니다.
천연동/전세/보증금,천연동 전세 보증금 가장비싼 높은 고액,천연동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 46000만원 전세로 거래되었습니다.
자곡동/전세/보증금,자곡동 전세 보증금 가장비싼 높은 고액,자곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 90000만원 전세로 거래되었습니다.
삼선동3가/전세/보증금,삼선동3가 전세 보증금 가장비싼 높은 고액,삼선동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 65000만원 전세로 거래되었습니다.
전농동/전세/보증금,전농동 전세 보증금 가장비싼 높은 고액,전농동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 60000만원 전세로 거래되었습니다.
세곡동/전세/보증금,세곡동 전세 보증금 가장비싼 높은 고액,세곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 115000만원 전세로 거래되었습니다.
당산동6가/전세/보증금,당산동6가 전세 보증금 가장비싼 높은 고액,당산동6가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 42000만원 전세로 거래되었습니다.
한남동/전세/보증금,한남동 전세 보증금 가장비싼 높은 고액,한남동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 100000만원 전세로 거래되었습니다.
청담동/전세/보증금,청담동 전세 보증금 가장비싼 높은 고액,청담동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 175000만원 전세로 거래되었습니다.
항동/전세/보증금,항동 전세 보증금 가장비싼 높은 고액,항동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 52000만원 전세로 거래되었습니다.
