구분,질문,답변
당산동4가/전세/보증금,당산동4가 전세 보증금 가장비싼 높은 고액,당산동4가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 85000만원에 거래된 당산롯데캐슬프레스티지 아파트입니다.
망원동/전세/보증금,망원동 전세 보증금 가장비싼 높은 고액,망원동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 90000만원에 거래된 마포한강아이파크 아파트입니다.
현저동/전세/보증금,현저동 전세 보증금 가장비싼 높은 고액,현저동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 52000만원에 거래된 독립문극동(200-0) 아파트입니다.
원효로3가/전세/보증금,원효로3가 전세 보증금 가장비싼 높은 고액,원효로3가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 25000만원에 거래된 용산 소미 글로벌리버파크 오피스텔입니다.
도곡동/전세/보증금,도곡동 전세 보증금 가장비싼 높은 고액,도곡동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 195000만원에 거래된 도곡렉슬 아파트입니다.
신수동/전세/보증금,신수동 전세 보증금 가장비싼 높은 고액,신수동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 100000만원에 거래된 신촌숲아이파크 아파트입니다.
대치동/전세/보증금,대치동 전세 보증금 가장비싼 높은 고액,대치동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 255000만원에 거래된 래미안대치팰리스 아파트입니다.
용산동2가/전세/보증금,용산동2가 전세 보증금 가장비싼 높은 고액,용산동2가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 32000만원에 거래된 (22-5) 연립다세대입니다.
양재동/전세/보증금,양재동 전세 보증금 가장비싼 높은 고액,양재동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 58000만원에 거래된 초원탑스빌 아파트입니다.
반포동/전세/보증금,반포동 전세 보증금 가장비싼 높은 고액,반포동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 340000만원에 거래된 반포자이 아파트입니다.
당산동2가/전세/보증금,당산동2가 전세 보증금 가장비싼 높은 고액,당산동2가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 59000만원에 거래된 당산2가현대홈타운 아파트입니다.
삼전동/전세/보증금,삼전동 전세 보증금 가장비싼 높은 고액,삼전동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 73000만원에 거래된 소망빌딩(93-13) 연립다세대입니다.
군자동/전세/보증금,군자동 전세 보증금 가장비싼 높은 고액,군자동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 40000만원에 거래된 승진주택 연립다세대입니다.
논현동/전세/보증금,논현동 전세 보증금 가장비싼 높은 고액,논현동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 77700만원에 거래된 신동아(22) 아파트입니다.
대방동/전세/보증금,대방동 전세 보증금 가장비싼 높은 고액,대방동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 70000만원에 거래된 대방1차e-편한세상 아파트입니다.
금호동4가/전세/보증금,금호동4가 전세 보증금 가장비싼 높은 고액,금호동4가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 103100만원에 거래된 대우 아파트입니다.
도선동/전세/보증금,도선동 전세 보증금 가장비싼 높은 고액,도선동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 23500만원에 거래된 왕십리렉스프리미엄오피스텔 오피스텔입니다.
인의동/전세/보증금,인의동 전세 보증금 가장비싼 높은 고액,인의동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 20500만원에 거래된 루비온오피스텔 오피스텔입니다.
송파동/전세/보증금,송파동 전세 보증금 가장비싼 높은 고액,송파동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 92000만원에 거래된 래미안송파파인탑 아파트입니다.
상수동/전세/보증금,상수동 전세 보증금 가장비싼 높은 고액,상수동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 28000만원에 거래된 해피홈 연립다세대입니다.
석관동/전세/보증금,석관동 전세 보증금 가장비싼 높은 고액,석관동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 65000만원에 거래된 래미안아트리치 아파트입니다.
석촌동/전세/보증금,석촌동 전세 보증금 가장비싼 높은 고액,석촌동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 39000만원에 거래된 한미아트빌 연립다세대입니다.
영등포동2가/전세/보증금,영등포동2가 전세 보증금 가장비싼 높은 고액,영등포동2가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 30000만원에 거래된 에코하임 오피스텔입니다.
후암동/전세/보증금,후암동 전세 보증금 가장비싼 높은 고액,후암동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 49000만원에 거래된 (265-11) 연립다세대입니다.
중곡동/전세/보증금,중곡동 전세 보증금 가장비싼 높은 고액,중곡동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 45000만원에 거래된 한울프라이빗 연립다세대입니다.
신설동/전세/보증금,신설동 전세 보증금 가장비싼 높은 고액,신설동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 19000만원에 거래된 청광플러스원 청계Ⅱ 오피스텔입니다.
황학동/전세/보증금,황학동 전세 보증금 가장비싼 높은 고액,황학동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 53000만원에 거래된 롯데캐슬 아파트입니다.
상월곡동/전세/보증금,상월곡동 전세 보증금 가장비싼 높은 고액,상월곡동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 52000만원에 거래된 동아에코빌 아파트입니다.
영등포동/전세/보증금,영등포동 전세 보증금 가장비싼 높은 고액,영등포동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 59000만원에 거래된 영등포푸르지오 아파트입니다.
남가좌동/전세/보증금,남가좌동 전세 보증금 가장비싼 높은 고액,남가좌동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 75000만원에 거래된 DMC파크뷰자이1단지 아파트입니다.
신당동/전세/보증금,신당동 전세 보증금 가장비싼 높은 고액,신당동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 83000만원에 거래된 남산타운 아파트입니다.
휘경동/전세/보증금,휘경동 전세 보증금 가장비싼 높은 고액,휘경동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 60000만원에 거래된 휘경SK뷰 아파트입니다.
본동/전세/보증금,본동 전세 보증금 가장비싼 높은 고액,본동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 70000만원에 거래된 래미안트윈파크 아파트입니다.
신대방동/전세/보증금,신대방동 전세 보증금 가장비싼 높은 고액,신대방동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 90000만원에 거래된 보라매자이더포레스트 아파트입니다.
용강동/전세/보증금,용강동 전세 보증금 가장비싼 높은 고액,용강동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 115000만원에 거래된 e편한세상마포리버파크 아파트입니다.
화양동/전세/보증금,화양동 전세 보증금 가장비싼 높은 고액,화양동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 30500만원에 거래된 광진안틸리아(101동) 연립다세대입니다.
대조동/전세/보증금,대조동 전세 보증금 가장비싼 높은 고액,대조동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 41000만원에 거래된 대일아이안(9-25) 아파트입니다.
명일동/전세/보증금,명일동 전세 보증금 가장비싼 높은 고액,명일동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 68000만원에 거래된 래미안솔베뉴 아파트입니다.
성수동1가/전세/보증금,성수동1가 전세 보증금 가장비싼 높은 고액,성수동1가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 230000만원에 거래된 트리마제 아파트입니다.
염리동/전세/보증금,염리동 전세 보증금 가장비싼 높은 고액,염리동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 85000만원에 거래된 마포프레스티지자이 아파트입니다.
응봉동/전세/보증금,응봉동 전세 보증금 가장비싼 높은 고액,응봉동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 57000만원에 거래된 대림강변타운 아파트입니다.
상도동/전세/보증금,상도동 전세 보증금 가장비싼 높은 고액,상도동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 98000만원에 거래된 힐스테이트 상도 센트럴파크 아파트입니다.
도원동/전세/보증금,도원동 전세 보증금 가장비싼 높은 고액,도원동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 67000만원에 거래된 삼성래미안 아파트입니다.
보광동/전세/보증금,보광동 전세 보증금 가장비싼 높은 고액,보광동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 59000만원에 거래된 신동아1 아파트입니다.
능동/전세/보증금,능동 전세 보증금 가장비싼 높은 고액,능동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 22680만원에 거래된 (240-7) 연립다세대입니다.
효창동/전세/보증금,효창동 전세 보증금 가장비싼 높은 고액,효창동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 80000만원에 거래된 용산롯데캐슬센터포레 아파트입니다.
