구분,질문,답변
문래동2가/전세/보증금,문래동2가 전세 보증금 가장싼 낮은 저렴,문래동2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 29950만원에 거래된 남성 아파트입니다.
당산동4가/전세/보증금,당산동4가 전세 보증금 가장싼 낮은 저렴,당산동4가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 23500만원에 거래된 해울에비뉴 연립다세대입니다.
망원동/전세/보증금,망원동 전세 보증금 가장싼 낮은 저렴,망원동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 11000만원에 거래된 아람빌 연립다세대입니다.
현저동/전세/보증금,현저동 전세 보증금 가장싼 낮은 저렴,현저동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 43000만원에 거래된 독립문파크빌 아파트입니다.
원효로3가/전세/보증금,원효로3가 전세 보증금 가장싼 낮은 저렴,원효로3가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 19950만원에 거래된 백현빌 연립다세대입니다.
도곡동/전세/보증금,도곡동 전세 보증금 가장싼 낮은 저렴,도곡동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 27500만원에 거래된 아크로파크1 연립다세대입니다.
신수동/전세/보증금,신수동 전세 보증금 가장싼 낮은 저렴,신수동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 22000만원에 거래된 하나테크노빌 아파트입니다.
대치동/전세/보증금,대치동 전세 보증금 가장싼 낮은 저렴,대치동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 15750만원에 거래된 새롬하이빌 연립다세대입니다.
용산동2가/전세/보증금,용산동2가 전세 보증금 가장싼 낮은 저렴,용산동2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 20000만원에 거래된 남동 연립다세대입니다.
양재동/전세/보증금,양재동 전세 보증금 가장싼 낮은 저렴,양재동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 9000만원에 거래된 동일빌라7차 연립다세대입니다.
반포동/전세/보증금,반포동 전세 보증금 가장싼 낮은 저렴,반포동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 17000만원에 거래된 OK파크빌 연립다세대입니다.
당산동2가/전세/보증금,당산동2가 전세 보증금 가장싼 낮은 저렴,당산동2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 22500만원에 거래된 당산대우 아파트입니다.
삼전동/전세/보증금,삼전동 전세 보증금 가장싼 낮은 저렴,삼전동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 9920만원에 거래된 (34-27) 연립다세대입니다.
군자동/전세/보증금,군자동 전세 보증금 가장싼 낮은 저렴,군자동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 7000만원에 거래된 소망빌라 연립다세대입니다.
논현동/전세/보증금,논현동 전세 보증금 가장싼 낮은 저렴,논현동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 8820만원에 거래된 아트힐A 연립다세대입니다.
대방동/전세/보증금,대방동 전세 보증금 가장싼 낮은 저렴,대방동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 15000만원에 거래된 (375-53) 연립다세대입니다.
금호동4가/전세/보증금,금호동4가 전세 보증금 가장싼 낮은 저렴,금호동4가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 15000만원에 거래된 (1161-0) 연립다세대입니다.
도선동/전세/보증금,도선동 전세 보증금 가장싼 낮은 저렴,도선동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 20000만원에 거래된 J&J빌딩 오피스텔입니다.
인의동/전세/보증금,인의동 전세 보증금 가장싼 낮은 저렴,인의동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 18900만원에 거래된 루비온오피스텔 오피스텔입니다.
송파동/전세/보증금,송파동 전세 보증금 가장싼 낮은 저렴,송파동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 8103만원에 거래된 (46-10) 연립다세대입니다.
상수동/전세/보증금,상수동 전세 보증금 가장싼 낮은 저렴,상수동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 19000만원에 거래된 리버파크빌 연립다세대입니다.
석관동/전세/보증금,석관동 전세 보증금 가장싼 낮은 저렴,석관동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 13000만원에 거래된 루아델B 연립다세대입니다.
석촌동/전세/보증금,석촌동 전세 보증금 가장싼 낮은 저렴,석촌동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 15000만원에 거래된 (157-3) 연립다세대입니다.
영등포동2가/전세/보증금,영등포동2가 전세 보증금 가장싼 낮은 저렴,영등포동2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 17000만원에 거래된 여의도디앤써밋 연립다세대입니다.
후암동/전세/보증금,후암동 전세 보증금 가장싼 낮은 저렴,후암동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 17000만원에 거래된 용산더힐(101) 연립다세대입니다.
중곡동/전세/보증금,중곡동 전세 보증금 가장싼 낮은 저렴,중곡동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 10500만원에 거래된 타워캐슬 아파트입니다.
신설동/전세/보증금,신설동 전세 보증금 가장싼 낮은 저렴,신설동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 16000만원에 거래된 청광플러스원 청계Ⅱ 오피스텔입니다.
황학동/전세/보증금,황학동 전세 보증금 가장싼 낮은 저렴,황학동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 13000만원에 거래된 아미인 오피스텔입니다.
상월곡동/전세/보증금,상월곡동 전세 보증금 가장싼 낮은 저렴,상월곡동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 19500만원에 거래된 토티하우스 연립다세대입니다.
영등포동/전세/보증금,영등포동 전세 보증금 가장싼 낮은 저렴,영등포동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 38000만원에 거래된 라르파크 아파트입니다.
남가좌동/전세/보증금,남가좌동 전세 보증금 가장싼 낮은 저렴,남가좌동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 3158만원에 거래된 DMC래미안클라시스(임대) 아파트입니다.
신당동/전세/보증금,신당동 전세 보증금 가장싼 낮은 저렴,신당동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 13000만원에 거래된 (432-138) 연립다세대입니다.
휘경동/전세/보증금,휘경동 전세 보증금 가장싼 낮은 저렴,휘경동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 14700만원에 거래된 이문휘경지웰에스테이트 연립다세대입니다.
본동/전세/보증금,본동 전세 보증금 가장싼 낮은 저렴,본동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 50000만원에 거래된 한강쌍용 아파트입니다.
신대방동/전세/보증금,신대방동 전세 보증금 가장싼 낮은 저렴,신대방동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 5000만원에 거래된 현대하이츠F동 연립다세대입니다.
용강동/전세/보증금,용강동 전세 보증금 가장싼 낮은 저렴,용강동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 22400만원에 거래된 블루하우스 연립다세대입니다.
화양동/전세/보증금,화양동 전세 보증금 가장싼 낮은 저렴,화양동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 9000만원에 거래된 예그리나Ⅰ 연립다세대입니다.
대조동/전세/보증금,대조동 전세 보증금 가장싼 낮은 저렴,대조동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 8000만원에 거래된 성송쉐르빌(91-121) 연립다세대입니다.
명일동/전세/보증금,명일동 전세 보증금 가장싼 낮은 저렴,명일동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 13000만원에 거래된 (180-0) 연립다세대입니다.
성수동1가/전세/보증금,성수동1가 전세 보증금 가장싼 낮은 저렴,성수동1가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 12500만원에 거래된 (410-11) 연립다세대입니다.
염리동/전세/보증금,염리동 전세 보증금 가장싼 낮은 저렴,염리동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 13000만원에 거래된 앰버하우스19차 연립다세대입니다.
응봉동/전세/보증금,응봉동 전세 보증금 가장싼 낮은 저렴,응봉동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 14000만원에 거래된 (265-133) 연립다세대입니다.
상도동/전세/보증금,상도동 전세 보증금 가장싼 낮은 저렴,상도동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 13500만원에 거래된 금성3차하이츠빌라 연립다세대입니다.
도원동/전세/보증금,도원동 전세 보증금 가장싼 낮은 저렴,도원동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 40000만원에 거래된 삼성래미안 아파트입니다.
보광동/전세/보증금,보광동 전세 보증금 가장싼 낮은 저렴,보광동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 16000만원에 거래된 (384-0) 연립다세대입니다.
능동/전세/보증금,능동 전세 보증금 가장싼 낮은 저렴,능동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 12000만원에 거래된 군자 아델리제 오피스텔입니다.
효창동/전세/보증금,효창동 전세 보증금 가장싼 낮은 저렴,효창동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 11800만원에 거래된 프라임27 연립다세대입니다.
성수동2가/전세/보증금,성수동2가 전세 보증금 가장싼 낮은 저렴,성수동2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 9000만원에 거래된 대보빌라(B동) 연립다세대입니다.
대림동/전세/보증금,대림동 전세 보증금 가장싼 낮은 저렴,대림동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 5250만원에 거래된 Ebenezer(에벤에셀) 연립다세대입니다.
공덕동/전세/보증금,공덕동 전세 보증금 가장싼 낮은 저렴,공덕동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 24300만원에 거래된 공덕푸르지오시티 오피스텔입니다.
제기동/전세/보증금,제기동 전세 보증금 가장싼 낮은 저렴,제기동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 12000만원에 거래된 제기COLORHOUSE 연립다세대입니다.
거여동/전세/보증금,거여동 전세 보증금 가장싼 낮은 저렴,거여동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 3691만원에 거래된 거여6단지 아파트입니다.
